result_scope,p,L,steps,trials,master_seed,confidence,generation,density_mean,density_ci_low,density_ci_high,activity_mean,activity_ci_low,activity_ci_high,period_detected_fraction,period_detected_ci_low,period_detected_ci_high,detected_period_mean
empirical_finite_size,0.3,32,200,12,20260727,0.95,170,0.059895833333333336,0.04340997154067826,0.07638169512598841,0.041585286458333336,0.023742600523445737,0.05942797239322094,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,180,0.06852213541666667,0.047718688838005466,0.08932558199532788,0.044108072916666664,0.022416402916388776,0.06579974291694456,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,190,0.064208984375,0.0458758077253823,0.0825421610246177,0.047607421875,0.02693608112648344,0.06827876262351656,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,200,0.056966145833333336,0.03997784287736712,0.07395444878929955,0.036865234375,0.019143246484471327,0.05458722226552867,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,64,200,12,20260727,0.95,0,0.3033040364583333,0.2982009832295823,0.30840708968708436,,,,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,10,0.22385660807291666,0.21480887901266812,0.2329043371331652,0.21352132161458334,0.20619862284693638,0.2208440203822303,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,20,0.17449951171875,0.16559874577144698,0.18340027766605302,0.1558837890625,0.14487222309846592,0.16689535502653408,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,30,0.15576171875,0.14760835922320142,0.16391507827679858,0.13189697265625,0.12164596145517209,0.1421479838573279,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,40,0.13861083984375,0.12759555294785582,0.14962612673964418,0.1190185546875,0.11007222952912414,0.12796487984587587,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,50,0.12693277994791666,0.11678750865125197,0.13707805124458133,0.10408528645833333,0.09494127608823154,0.11322929682843512,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,60,0.11844889322916667,0.10848034890347877,0.12841743755485457,0.097412109375,0.08866469798514619,0.10615952076485381,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,70,0.11344401041666667,0.10328184779188251,0.12360617304145083,0.09197998046875,0.08282065680141801,0.10113930413608199,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,80,0.10732014973958333,0.0978143094236516,0.11682599005551506,0.08858235677083333,0.07915211226014766,0.098012601281519,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,90,0.10101318359375,0.08993273805276686,0.11209362913473314,0.0828857421875,0.07364771331560627,0.09212377105939373,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,100,0.09749348958333333,0.08397731310638629,0.11100966606028037,0.07688395182291667,0.06352407795136532,0.09024382569446802,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,110,0.09250895182291667,0.07975582344006715,0.10526208020576619,0.07560221354166667,0.06422132443087386,0.08698310265245948,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,120,0.08756510416666667,0.0754715837774837,0.09965862455584965,0.06754557291666667,0.05729655722193608,0.07779458861139726,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,130,0.08388264973958333,0.07350344284349747,0.09426185663566919,0.06337483723958333,0.05383911740000159,0.07291055707916506,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,140,0.08380126953125,0.07274558610668978,0.09485695295581022,0.06717936197916667,0.0571121213596406,0.07724660259869275,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,150,0.07747395833333333,0.06626244269956723,0.08868547396709943,0.057393391927083336,0.04871377265677526,0.06607301119739141,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,160,0.08231608072916667,0.07277029311673223,0.09186186834160111,0.060221354166666664,0.05241684756127458,0.06802586077205874,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,170,0.08026123046875,0.06999770508876539,0.09052475584873461,0.0572509765625,0.04903034701151471,0.06547160611348529,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,180,0.07486979166666667,0.06462687066509591,0.08511271266823743,0.052408854166666664,0.0441367243377197,0.06068098399561363,0.0,0.0,0.0,
