candidate,direction,phase,lane,outcome,restored_generation,settled_generation,settled_period,population_at_stop
sl4x4_002,NE,1,3,changed_periodic,,42,1,0
sl4x4_002,NE,1,4,unresolved_by_horizon,,,,32
sl4x4_002,NE,1,5,changed_periodic,,52,2,3
sl4x4_002,NE,1,6,unresolved_by_horizon,,,,9
sl4x4_002,NE,1,7,changed_periodic,,57,1,0
sl4x4_002,NE,2,-3,changed_periodic,,63,1,0
sl4x4_002,NE,2,-2,changed_periodic,,210,2,55
sl4x4_002,NE,2,-1,changed_periodic,,55,1,24
sl4x4_002,NE,2,0,changed_periodic,,39,1,0
sl4x4_002,NE,2,1,unresolved_by_horizon,,,,5
sl4x4_002,NE,2,2,changed_periodic,,43,1,0
sl4x4_002,NE,2,3,changed_periodic,,41,1,0
sl4x4_002,NE,2,4,unresolved_by_horizon,,,,32
sl4x4_002,NE,2,5,changed_periodic,,51,2,3
sl4x4_002,NE,2,6,unresolved_by_horizon,,,,9
sl4x4_002,NE,2,7,changed_periodic,,56,1,0
sl4x4_002,NE,3,-3,changed_periodic,,62,1,0
sl4x4_002,NE,3,-2,changed_periodic,,209,2,55
sl4x4_002,NE,3,-1,changed_periodic,,54,1,24
sl4x4_002,NE,3,0,changed_periodic,,38,1,0
sl4x4_002,NE,3,1,unresolved_by_horizon,,,,5
sl4x4_002,NE,3,2,changed_periodic,,42,1,0
sl4x4_002,NE,3,3,changed_periodic,,40,1,0
sl4x4_002,NE,3,4,unresolved_by_horizon,,,,32
sl4x4_002,NE,3,5,changed_periodic,,50,2,3
sl4x4_002,NE,3,6,unresolved_by_horizon,,,,9
sl4x4_002,NE,3,7,changed_periodic,,55,1,0
sl4x4_003,SE,0,-5,changed_periodic,,56,1,12
sl4x4_003,SE,0,-4,changed_periodic,,68,2,12
sl4x4_003,SE,0,-3,changed_periodic,,125,2,33
sl4x4_003,SE,0,-2,changed_periodic,,148,2,15
sl4x4_003,SE,0,-1,changed_periodic,,43,1,4
sl4x4_003,SE,0,0,changed_periodic,,40,1,4
sl4x4_003,SE,0,1,changed_periodic,,38,1,4
sl4x4_003,SE,0,2,changed_periodic,,42,1,11
sl4x4_003,SE,0,3,changed_periodic,,84,2,21
sl4x4_003,SE,0,4,changed_periodic,,55,2,10
sl4x4_003,SE,0,5,changed_periodic,,42,1,12
sl4x4_003,SE,0,6,changed_periodic,,125,2,6
sl4x4_003,SE,1,-5,changed_periodic,,55,1,12
sl4x4_003,SE,1,-4,changed_periodic,,67,2,12
sl4x4_003,SE,1,-3,changed_periodic,,124,2,33
sl4x4_003,SE,1,-2,changed_periodic,,147,2,15
sl4x4_003,SE,1,-1,changed_periodic,,42,1,4
sl4x4_003,SE,1,0,changed_periodic,,39,1,4
sl4x4_003,SE,1,1,changed_periodic,,37,1,4
sl4x4_003,SE,1,2,changed_periodic,,41,1,11
sl4x4_003,SE,1,3,changed_periodic,,83,2,21
sl4x4_003,SE,1,4,changed_periodic,,54,2,10
sl4x4_003,SE,1,5,changed_periodic,,41,1,12
sl4x4_003,SE,1,6,changed_periodic,,124,2,6
sl4x4_003,SE,2,-5,changed_periodic,,54,1,12
sl4x4_003,SE,2,-4,changed_periodic,,66,2,12
sl4x4_003,SE,2,-3,changed_periodic,,123,2,33
sl4x4_003,SE,2,-2,changed_periodic,,146,2,15
sl4x4_003,SE,2,-1,changed_periodic,,41,1,4
sl4x4_003,SE,2,0,changed_periodic,,38,1,4
sl4x4_003,SE,2,1,changed_periodic,,36,1,4
sl4x4_003,SE,2,2,changed_periodic,,40,1,11
sl4x4_003,SE,2,3,changed_periodic,,82,2,21
sl4x4_003,SE,2,4,changed_periodic,,53,2,10
sl4x4_003,SE,2,5,changed_periodic,,40,1,12
sl4x4_003,SE,2,6,changed_periodic,,123,2,6
sl4x4_003,SE,3,-5,changed_periodic,,53,1,12
sl4x4_003,SE,3,-4,changed_periodic,,65,2,12
sl4x4_003,SE,3,-3,changed_periodic,,122,2,33
sl4x4_003,SE,3,-2,changed_periodic,,145,2,15
sl4x4_003,SE,3,-1,changed_periodic,,40,1,4
sl4x4_003,SE,3,0,changed_periodic,,37,1,4
sl4x4_003,SE,3,1,changed_periodic,,35,1,4
sl4x4_003,SE,3,2,changed_periodic,,39,1,11
sl4x4_003,SE,3,3,changed_periodic,,81,2,21
sl4x4_003,SE,3,4,changed_periodic,,52,2,10
sl4x4_003,SE,3,5,changed_periodic,,39,1,12
sl4x4_003,SE,3,6,changed_periodic,,122,2,6
sl4x4_003,SW,0,-7,changed_periodic,,34,1,12
sl4x4_003,SW,0,-6,unresolved_by_horizon,,,,62
sl4x4_003,SW,0,-5,changed_periodic,,38,1,4
sl4x4_003,SW,0,-4,changed_periodic,,112,1,10
sl4x4_003,SW,0,-3,changed_periodic,,34,1,0
sl4x4_003,SW,0,-2,unresolved_by_horizon,,,,56
sl4x4_003,SW,0,-1,unresolved_by_horizon,,,,98
sl4x4_003,SW,0,0,unresolved_by_horizon,,,,45
sl4x4_003,SW,0,1,changed_periodic,,57,1,0
sl4x4_003,SW,0,2,changed_periodic,,41,1,11
sl4x4_003,SW,0,3,changed_periodic,,249,2,20
sl4x4_003,SW,0,4,changed_periodic,,52,1,12
sl4x4_003,SW,1,-7,changed_periodic,,33,1,12
sl4x4_003,SW,1,-6,unresolved_by_horizon,,,,61
sl4x4_003,SW,1,-5,changed_periodic,,37,1,4
sl4x4_003,SW,1,-4,changed_periodic,,111,1,10
sl4x4_003,SW,1,-3,changed_periodic,,33,1,0
sl4x4_003,SW,1,-2,unresolved_by_horizon,,,,53
sl4x4_003,SW,1,-1,unresolved_by_horizon,,,,82
sl4x4_003,SW,1,0,unresolved_by_horizon,,,,44
sl4x4_003,SW,1,1,changed_periodic,,56,1,0
sl4x4_003,SW,1,2,changed_periodic,,40,1,11
sl4x4_003,SW,1,3,changed_periodic,,248,2,20
sl4x4_003,SW,1,4,changed_periodic,,51,1,12
sl4x4_003,SW,2,-7,changed_periodic,,32,1,12
sl4x4_003,SW,2,-6,unresolved_by_horizon,,,,66
sl4x4_003,SW,2,-5,changed_periodic,,36,1,4
sl4x4_003,SW,2,-4,changed_periodic,,110,1,10
sl4x4_003,SW,2,-3,changed_periodic,,32,1,0
sl4x4_003,SW,2,-2,unresolved_by_horizon,,,,55
sl4x4_003,SW,2,-1,unresolved_by_horizon,,,,85
sl4x4_003,SW,2,0,unresolved_by_horizon,,,,47
sl4x4_003,SW,2,1,changed_periodic,,55,1,0
sl4x4_003,SW,2,2,changed_periodic,,39,1,11
sl4x4_003,SW,2,3,changed_periodic,,247,2,20
sl4x4_003,SW,2,4,changed_periodic,,50,1,12
sl4x4_003,SW,3,-7,changed_periodic,,31,1,12
sl4x4_003,SW,3,-6,unresolved_by_horizon,,,,70
sl4x4_003,SW,3,-5,changed_periodic,,35,1,4
sl4x4_003,SW,3,-4,changed_periodic,,109,1,10
sl4x4_003,SW,3,-3,changed_periodic,,31,1,0
sl4x4_003,SW,3,-2,unresolved_by_horizon,,,,46
sl4x4_003,SW,3,-1,unresolved_by_horizon,,,,95
sl4x4_003,SW,3,0,unresolved_by_horizon,,,,42
sl4x4_003,SW,3,1,changed_periodic,,54,1,0
sl4x4_003,SW,3,2,changed_periodic,,38,1,11
sl4x4_003,SW,3,3,changed_periodic,,246,2,20
sl4x4_003,SW,3,4,changed_periodic,,49,1,12
sl4x4_003,NW,0,-7,changed_periodic,,52,1,12
sl4x4_003,NW,0,-6,changed_periodic,,64,2,12
sl4x4_003,NW,0,-5,changed_periodic,,121,2,33
sl4x4_003,NW,0,-4,changed_periodic,,144,2,15
sl4x4_003,NW,0,-3,changed_periodic,,39,1,4
sl4x4_003,NW,0,-2,changed_periodic,,36,1,4
sl4x4_003,NW,0,-1,changed_periodic,,34,1,4
sl4x4_003,NW,0,0,changed_periodic,,38,1,11
sl4x4_003,NW,0,1,changed_periodic,,80,2,21
sl4x4_003,NW,0,2,changed_periodic,,51,2,10
sl4x4_003,NW,0,3,changed_periodic,,38,1,12
sl4x4_003,NW,0,4,changed_periodic,,121,2,6
sl4x4_003,NW,1,-7,changed_periodic,,51,1,12
sl4x4_003,NW,1,-6,changed_periodic,,63,2,12
sl4x4_003,NW,1,-5,changed_periodic,,120,2,33
sl4x4_003,NW,1,-4,changed_periodic,,143,2,15
sl4x4_003,NW,1,-3,changed_periodic,,38,1,4
sl4x4_003,NW,1,-2,changed_periodic,,35,1,4
sl4x4_003,NW,1,-1,changed_periodic,,33,1,4
sl4x4_003,NW,1,0,changed_periodic,,37,1,11
sl4x4_003,NW,1,1,changed_periodic,,79,2,21
sl4x4_003,NW,1,2,changed_periodic,,50,2,10
sl4x4_003,NW,1,3,changed_periodic,,37,1,12
sl4x4_003,NW,1,4,changed_periodic,,120,2,6
sl4x4_003,NW,2,-7,changed_periodic,,50,1,12
sl4x4_003,NW,2,-6,changed_periodic,,62,2,12
sl4x4_003,NW,2,-5,changed_periodic,,119,2,33
sl4x4_003,NW,2,-4,changed_periodic,,142,2,15
sl4x4_003,NW,2,-3,changed_periodic,,37,1,4
sl4x4_003,NW,2,-2,changed_periodic,,34,1,4
sl4x4_003,NW,2,-1,changed_periodic,,32,1,4
sl4x4_003,NW,2,0,changed_periodic,,36,1,11
sl4x4_003,NW,2,1,changed_periodic,,78,2,21
sl4x4_003,NW,2,2,changed_periodic,,49,2,10
sl4x4_003,NW,2,3,changed_periodic,,36,1,12
sl4x4_003,NW,2,4,changed_periodic,,119,2,6
sl4x4_003,NW,3,-7,changed_periodic,,49,1,12
sl4x4_003,NW,3,-6,changed_periodic,,61,2,12
sl4x4_003,NW,3,-5,changed_periodic,,118,2,33
sl4x4_003,NW,3,-4,changed_periodic,,141,2,15
sl4x4_003,NW,3,-3,changed_periodic,,36,1,4
sl4x4_003,NW,3,-2,changed_periodic,,33,1,4
sl4x4_003,NW,3,-1,changed_periodic,,31,1,4
sl4x4_003,NW,3,0,changed_periodic,,35,1,11
sl4x4_003,NW,3,1,changed_periodic,,77,2,21
sl4x4_003,NW,3,2,changed_periodic,,48,2,10
sl4x4_003,NW,3,3,changed_periodic,,35,1,12
sl4x4_003,NW,3,4,changed_periodic,,118,2,6
sl4x4_003,NE,0,-3,changed_periodic,,38,1,12
sl4x4_003,NE,0,-2,unresolved_by_horizon,,,,50
sl4x4_003,NE,0,-1,changed_periodic,,42,1,4
sl4x4_003,NE,0,0,changed_periodic,,116,1,10
sl4x4_003,NE,0,1,changed_periodic,,38,1,0
sl4x4_003,NE,0,2,unresolved_by_horizon,,,,48
sl4x4_003,NE,0,3,unresolved_by_horizon,,,,85
sl4x4_003,NE,0,4,unresolved_by_horizon,,,,50
sl4x4_003,NE,0,5,changed_periodic,,61,1,0
sl4x4_003,NE,0,6,changed_periodic,,45,1,11
sl4x4_003,NE,0,7,changed_periodic,,253,2,20
sl4x4_003,NE,0,8,changed_periodic,,56,1,12
sl4x4_003,NE,1,-3,changed_periodic,,37,1,12
sl4x4_003,NE,1,-2,unresolved_by_horizon,,,,54
sl4x4_003,NE,1,-1,changed_periodic,,41,1,4
sl4x4_003,NE,1,0,changed_periodic,,115,1,10
sl4x4_003,NE,1,1,changed_periodic,,37,1,0
sl4x4_003,NE,1,2,unresolved_by_horizon,,,,57
sl4x4_003,NE,1,3,unresolved_by_horizon,,,,90
sl4x4_003,NE,1,4,unresolved_by_horizon,,,,46
sl4x4_003,NE,1,5,changed_periodic,,60,1,0
sl4x4_003,NE,1,6,changed_periodic,,44,1,11
sl4x4_003,NE,1,7,changed_periodic,,252,2,20
sl4x4_003,NE,1,8,changed_periodic,,55,1,12
sl4x4_003,NE,2,-3,changed_periodic,,36,1,12
sl4x4_003,NE,2,-2,unresolved_by_horizon,,,,54
sl4x4_003,NE,2,-1,changed_periodic,,40,1,4
sl4x4_003,NE,2,0,changed_periodic,,114,1,10
sl4x4_003,NE,2,1,changed_periodic,,36,1,0
sl4x4_003,NE,2,2,unresolved_by_horizon,,,,56
sl4x4_003,NE,2,3,unresolved_by_horizon,,,,88
sl4x4_003,NE,2,4,unresolved_by_horizon,,,,49
sl4x4_003,NE,2,5,changed_periodic,,59,1,0
sl4x4_003,NE,2,6,changed_periodic,,43,1,11
sl4x4_003,NE,2,7,changed_periodic,,251,2,20
sl4x4_003,NE,2,8,changed_periodic,,54,1,12
sl4x4_003,NE,3,-3,changed_periodic,,35,1,12
sl4x4_003,NE,3,-2,unresolved_by_horizon,,,,58
sl4x4_003,NE,3,-1,changed_periodic,,39,1,4
sl4x4_003,NE,3,0,changed_periodic,,113,1,10
sl4x4_003,NE,3,1,changed_periodic,,35,1,0
sl4x4_003,NE,3,2,unresolved_by_horizon,,,,62
sl4x4_003,NE,3,3,unresolved_by_horizon,,,,97
sl4x4_003,NE,3,4,unresolved_by_horizon,,,,46
sl4x4_003,NE,3,5,changed_periodic,,58,1,0
sl4x4_003,NE,3,6,changed_periodic,,42,1,11
sl4x4_003,NE,3,7,changed_periodic,,250,2,20
sl4x4_003,NE,3,8,changed_periodic,,53,1,12
sl4x4_004,SE,0,-5,changed_periodic,,205,1,6
sl4x4_004,SE,0,-4,unresolved_by_horizon,,,,135
sl4x4_004,SE,0,-3,unresolved_by_horizon,,,,95
sl4x4_004,SE,0,-2,changed_periodic,,44,1,4
sl4x4_004,SE,0,-1,changed_periodic,,42,1,4
sl4x4_004,SE,0,0,changed_periodic,,40,1,4
sl4x4_004,SE,0,1,changed_periodic,,38,1,4
sl4x4_004,SE,0,2,unresolved_by_horizon,,,,123
sl4x4_004,SE,0,3,unresolved_by_horizon,,,,134
sl4x4_004,SE,0,4,changed_periodic,,187,1,6
sl4x4_004,SE,1,-5,changed_periodic,,204,1,6
sl4x4_004,SE,1,-4,unresolved_by_horizon,,,,144
sl4x4_004,SE,1,-3,unresolved_by_horizon,,,,93
sl4x4_004,SE,1,-2,changed_periodic,,43,1,4
sl4x4_004,SE,1,-1,changed_periodic,,41,1,4
sl4x4_004,SE,1,0,changed_periodic,,39,1,4
sl4x4_004,SE,1,1,changed_periodic,,37,1,4
sl4x4_004,SE,1,2,unresolved_by_horizon,,,,108
sl4x4_004,SE,1,3,unresolved_by_horizon,,,,113
sl4x4_004,SE,1,4,changed_periodic,,186,1,6
sl4x4_004,SE,2,-5,changed_periodic,,203,1,6
sl4x4_004,SE,2,-4,unresolved_by_horizon,,,,141
sl4x4_004,SE,2,-3,unresolved_by_horizon,,,,95
sl4x4_004,SE,2,-2,changed_periodic,,42,1,4
sl4x4_004,SE,2,-1,changed_periodic,,40,1,4
sl4x4_004,SE,2,0,changed_periodic,,38,1,4
sl4x4_004,SE,2,1,changed_periodic,,36,1,4
sl4x4_004,SE,2,2,unresolved_by_horizon,,,,112
sl4x4_004,SE,2,3,unresolved_by_horizon,,,,111
sl4x4_004,SE,2,4,changed_periodic,,185,1,6
sl4x4_004,SE,3,-5,changed_periodic,,202,1,6
sl4x4_004,SE,3,-4,unresolved_by_horizon,,,,144
sl4x4_004,SE,3,-3,unresolved_by_horizon,,,,92
sl4x4_004,SE,3,-2,changed_periodic,,41,1,4
sl4x4_004,SE,3,-1,changed_periodic,,39,1,4
sl4x4_004,SE,3,0,changed_periodic,,37,1,4
sl4x4_004,SE,3,1,changed_periodic,,35,1,4
sl4x4_004,SE,3,2,unresolved_by_horizon,,,,119
sl4x4_004,SE,3,3,unresolved_by_horizon,,,,120
sl4x4_004,SE,3,4,changed_periodic,,184,1,6
sl4x4_004,SW,0,-7,changed_periodic,,225,2,30
sl4x4_004,SW,0,-6,changed_periodic,,204,2,55
sl4x4_004,SW,0,-5,changed_periodic,,42,1,4
sl4x4_004,SW,0,-4,unresolved_by_horizon,,,,9
sl4x4_004,SW,0,-3,changed_periodic,,50,1,0
sl4x4_004,SW,0,-2,changed_periodic,,33,1,0
sl4x4_004,SW,0,-1,changed_periodic,,35,1,0
sl4x4_004,SW,0,0,changed_periodic,,56,1,0
sl4x4_004,SW,0,1,unresolved_by_horizon,,,,9
sl4x4_004,SW,0,2,changed_periodic,,56,1,4
sl4x4_004,SW,0,3,changed_periodic,,222,2,55
sl4x4_004,SW,0,4,changed_periodic,,247,2,30
sl4x4_004,SW,1,-7,changed_periodic,,224,2,30
sl4x4_004,SW,1,-6,changed_periodic,,203,2,55
sl4x4_004,SW,1,-5,changed_periodic,,41,1,4
sl4x4_004,SW,1,-4,unresolved_by_horizon,,,,9
sl4x4_004,SW,1,-3,changed_periodic,,49,1,0
sl4x4_004,SW,1,-2,changed_periodic,,32,1,0
sl4x4_004,SW,1,-1,changed_periodic,,34,1,0
sl4x4_004,SW,1,0,changed_periodic,,55,1,0
sl4x4_004,SW,1,1,unresolved_by_horizon,,,,9
sl4x4_004,SW,1,2,changed_periodic,,55,1,4
sl4x4_004,SW,1,3,changed_periodic,,221,2,55
sl4x4_004,SW,1,4,changed_periodic,,246,2,30
sl4x4_004,SW,2,-7,changed_periodic,,223,2,30
sl4x4_004,SW,2,-6,changed_periodic,,202,2,55
sl4x4_004,SW,2,-5,changed_periodic,,40,1,4
sl4x4_004,SW,2,-4,unresolved_by_horizon,,,,9
sl4x4_004,SW,2,-3,changed_periodic,,48,1,0
sl4x4_004,SW,2,-2,changed_periodic,,31,1,0
sl4x4_004,SW,2,-1,changed_periodic,,33,1,0
sl4x4_004,SW,2,0,changed_periodic,,54,1,0
sl4x4_004,SW,2,1,unresolved_by_horizon,,,,9
sl4x4_004,SW,2,2,changed_periodic,,54,1,4
sl4x4_004,SW,2,3,changed_periodic,,220,2,55
sl4x4_004,SW,2,4,changed_periodic,,245,2,30
sl4x4_004,SW,3,-7,changed_periodic,,222,2,30
sl4x4_004,SW,3,-6,changed_periodic,,201,2,55
sl4x4_004,SW,3,-5,changed_periodic,,39,1,4
sl4x4_004,SW,3,-4,unresolved_by_horizon,,,,9
sl4x4_004,SW,3,-3,changed_periodic,,47,1,0
sl4x4_004,SW,3,-2,changed_periodic,,30,1,0
sl4x4_004,SW,3,-1,changed_periodic,,32,1,0
sl4x4_004,SW,3,0,changed_periodic,,53,1,0
sl4x4_004,SW,3,1,unresolved_by_horizon,,,,9
sl4x4_004,SW,3,2,changed_periodic,,53,1,4
sl4x4_004,SW,3,3,changed_periodic,,219,2,55
sl4x4_004,SW,3,4,changed_periodic,,244,2,30
sl4x4_004,NW,0,-5,changed_periodic,,197,1,6
sl4x4_004,NW,0,-4,unresolved_by_horizon,,,,161
sl4x4_004,NW,0,-3,unresolved_by_horizon,,,,115
sl4x4_004,NW,0,-2,changed_periodic,,36,1,4
sl4x4_004,NW,0,-1,changed_periodic,,34,1,4
sl4x4_004,NW,0,0,changed_periodic,,32,1,4
sl4x4_004,NW,0,1,changed_periodic,,30,1,4
sl4x4_004,NW,0,2,unresolved_by_horizon,,,,128
sl4x4_004,NW,0,3,unresolved_by_horizon,,,,146
sl4x4_004,NW,0,4,changed_periodic,,179,1,6
sl4x4_004,NW,1,-5,changed_periodic,,196,1,6
sl4x4_004,NW,1,-4,unresolved_by_horizon,,,,151
sl4x4_004,NW,1,-3,unresolved_by_horizon,,,,116
sl4x4_004,NW,1,-2,changed_periodic,,35,1,4
sl4x4_004,NW,1,-1,changed_periodic,,33,1,4
sl4x4_004,NW,1,0,changed_periodic,,31,1,4
sl4x4_004,NW,1,1,changed_periodic,,29,1,4
sl4x4_004,NW,1,2,unresolved_by_horizon,,,,138
sl4x4_004,NW,1,3,unresolved_by_horizon,,,,139
sl4x4_004,NW,1,4,changed_periodic,,178,1,6
sl4x4_004,NW,2,-5,changed_periodic,,195,1,6
sl4x4_004,NW,2,-4,unresolved_by_horizon,,,,159
sl4x4_004,NW,2,-3,unresolved_by_horizon,,,,123
sl4x4_004,NW,2,-2,changed_periodic,,34,1,4
sl4x4_004,NW,2,-1,changed_periodic,,32,1,4
sl4x4_004,NW,2,0,changed_periodic,,30,1,4
sl4x4_004,NW,2,1,changed_periodic,,28,1,4
sl4x4_004,NW,2,2,unresolved_by_horizon,,,,142
sl4x4_004,NW,2,3,unresolved_by_horizon,,,,149
sl4x4_004,NW,2,4,changed_periodic,,177,1,6
sl4x4_004,NW,3,-5,changed_periodic,,194,1,6
sl4x4_004,NW,3,-4,unresolved_by_horizon,,,,137
sl4x4_004,NW,3,-3,unresolved_by_horizon,,,,108
sl4x4_004,NW,3,-2,changed_periodic,,33,1,4
sl4x4_004,NW,3,-1,changed_periodic,,31,1,4
sl4x4_004,NW,3,0,changed_periodic,,29,1,4
sl4x4_004,NW,3,1,changed_periodic,,27,1,4
sl4x4_004,NW,3,2,unresolved_by_horizon,,,,141
sl4x4_004,NW,3,3,unresolved_by_horizon,,,,150
sl4x4_004,NW,3,4,changed_periodic,,176,1,6
sl4x4_004,NE,0,-3,changed_periodic,,233,2,30
sl4x4_004,NE,0,-2,changed_periodic,,212,2,55
sl4x4_004,NE,0,-1,changed_periodic,,50,1,4
sl4x4_004,NE,0,0,unresolved_by_horizon,,,,9
sl4x4_004,NE,0,1,changed_periodic,,58,1,0
sl4x4_004,NE,0,2,changed_periodic,,41,1,0
sl4x4_004,NE,0,3,changed_periodic,,43,1,0
sl4x4_004,NE,0,4,changed_periodic,,64,1,0
sl4x4_004,NE,0,5,unresolved_by_horizon,,,,9
sl4x4_004,NE,0,6,changed_periodic,,64,1,4
sl4x4_004,NE,0,7,changed_periodic,,230,2,55
sl4x4_004,NE,0,8,changed_periodic,,255,2,30
sl4x4_004,NE,1,-3,changed_periodic,,232,2,30
sl4x4_004,NE,1,-2,changed_periodic,,211,2,55
sl4x4_004,NE,1,-1,changed_periodic,,49,1,4
sl4x4_004,NE,1,0,unresolved_by_horizon,,,,9
sl4x4_004,NE,1,1,changed_periodic,,57,1,0
sl4x4_004,NE,1,2,changed_periodic,,40,1,0
sl4x4_004,NE,1,3,changed_periodic,,42,1,0
sl4x4_004,NE,1,4,changed_periodic,,63,1,0
sl4x4_004,NE,1,5,unresolved_by_horizon,,,,9
sl4x4_004,NE,1,6,changed_periodic,,63,1,4
sl4x4_004,NE,1,7,changed_periodic,,229,2,55
sl4x4_004,NE,1,8,changed_periodic,,254,2,30
sl4x4_004,NE,2,-3,changed_periodic,,231,2,30
sl4x4_004,NE,2,-2,changed_periodic,,210,2,55
sl4x4_004,NE,2,-1,changed_periodic,,48,1,4
sl4x4_004,NE,2,0,unresolved_by_horizon,,,,9
sl4x4_004,NE,2,1,changed_periodic,,56,1,0
sl4x4_004,NE,2,2,changed_periodic,,39,1,0
sl4x4_004,NE,2,3,changed_periodic,,41,1,0
sl4x4_004,NE,2,4,changed_periodic,,62,1,0
sl4x4_004,NE,2,5,unresolved_by_horizon,,,,9
sl4x4_004,NE,2,6,changed_periodic,,62,1,4
sl4x4_004,NE,2,7,changed_periodic,,228,2,55
sl4x4_004,NE,2,8,changed_periodic,,253,2,30
sl4x4_004,NE,3,-3,changed_periodic,,230,2,30
sl4x4_004,NE,3,-2,changed_periodic,,209,2,55
sl4x4_004,NE,3,-1,changed_periodic,,47,1,4
sl4x4_004,NE,3,0,unresolved_by_horizon,,,,9
sl4x4_004,NE,3,1,changed_periodic,,55,1,0
sl4x4_004,NE,3,2,changed_periodic,,38,1,0
sl4x4_004,NE,3,3,changed_periodic,,40,1,0
sl4x4_004,NE,3,4,changed_periodic,,61,1,0
sl4x4_004,NE,3,5,unresolved_by_horizon,,,,9
sl4x4_004,NE,3,6,changed_periodic,,61,1,4
sl4x4_004,NE,3,7,changed_periodic,,227,2,55
sl4x4_004,NE,3,8,changed_periodic,,252,2,30
sl4x4_005,SE,0,-5,changed_periodic,,56,1,12
sl4x4_005,SE,0,-4,unresolved_by_horizon,,,,150
sl4x4_005,SE,0,-3,changed_periodic,,51,1,4
sl4x4_005,SE,0,-2,changed_periodic,,59,1,24
sl4x4_005,SE,0,-1,changed_periodic,,67,2,12
sl4x4_005,SE,0,0,changed_periodic,,141,2,15
sl4x4_005,SE,0,1,unresolved_by_horizon,,,,9
sl4x4_005,SE,0,2,changed_periodic,,52,2,12
sl4x4_005,SE,0,3,changed_periodic,,68,2,7
sl4x4_005,SE,0,4,changed_periodic,,38,1,12
sl4x4_005,SE,0,5,unresolved_by_horizon,,,,108
sl4x4_005,SE,1,-5,changed_periodic,,55,1,12
sl4x4_005,SE,1,-4,unresolved_by_horizon,,,,176
sl4x4_005,SE,1,-3,changed_periodic,,50,1,4
sl4x4_005,SE,1,-2,changed_periodic,,58,1,24
sl4x4_005,SE,1,-1,changed_periodic,,66,2,12
sl4x4_005,SE,1,0,changed_periodic,,140,2,15
sl4x4_005,SE,1,1,unresolved_by_horizon,,,,9
sl4x4_005,SE,1,2,changed_periodic,,51,2,12
sl4x4_005,SE,1,3,changed_periodic,,67,2,7
sl4x4_005,SE,1,4,changed_periodic,,37,1,12
sl4x4_005,SE,1,5,unresolved_by_horizon,,,,109
sl4x4_005,SE,2,-5,changed_periodic,,54,1,12
sl4x4_005,SE,2,-4,unresolved_by_horizon,,,,147
sl4x4_005,SE,2,-3,changed_periodic,,49,1,4
sl4x4_005,SE,2,-2,changed_periodic,,57,1,24
sl4x4_005,SE,2,-1,changed_periodic,,65,2,12
sl4x4_005,SE,2,0,changed_periodic,,139,2,15
sl4x4_005,SE,2,1,unresolved_by_horizon,,,,9
sl4x4_005,SE,2,2,changed_periodic,,50,2,12
sl4x4_005,SE,2,3,changed_periodic,,66,2,7
sl4x4_005,SE,2,4,changed_periodic,,36,1,12
sl4x4_005,SE,2,5,unresolved_by_horizon,,,,102
sl4x4_005,SE,3,-5,changed_periodic,,53,1,12
sl4x4_005,SE,3,-4,unresolved_by_horizon,,,,154
sl4x4_005,SE,3,-3,changed_periodic,,48,1,4
sl4x4_005,SE,3,-2,changed_periodic,,56,1,24
sl4x4_005,SE,3,-1,changed_periodic,,64,2,12
sl4x4_005,SE,3,0,changed_periodic,,138,2,15
sl4x4_005,SE,3,1,unresolved_by_horizon,,,,9
sl4x4_005,SE,3,2,changed_periodic,,49,2,12
sl4x4_005,SE,3,3,changed_periodic,,65,2,7
sl4x4_005,SE,3,4,changed_periodic,,35,1,12
sl4x4_005,SE,3,5,unresolved_by_horizon,,,,110
sl4x4_005,SW,0,-8,changed_periodic,,30,1,12
sl4x4_005,SW,0,-7,unresolved_by_horizon,,,,140
sl4x4_005,SW,0,-6,changed_periodic,,52,2,12
sl4x4_005,SW,0,-5,unresolved_by_horizon,,,,5
sl4x4_005,SW,0,-4,changed_periodic,,82,1,19
sl4x4_005,SW,0,-3,changed_periodic,,33,1,0
sl4x4_005,SW,0,-2,changed_periodic,,38,1,7
sl4x4_005,SW,0,-1,changed_periodic,,49,1,0
sl4x4_005,SW,0,0,changed_periodic,,84,1,19
sl4x4_005,SW,0,1,changed_periodic,,55,2,3
sl4x4_005,SW,0,2,changed_periodic,,41,1,11
sl4x4_005,SW,0,3,unresolved_by_horizon,,,,202
sl4x4_005,SW,0,4,changed_periodic,,52,1,12
sl4x4_005,SW,1,-8,changed_periodic,,29,1,12
sl4x4_005,SW,1,-7,unresolved_by_horizon,,,,128
sl4x4_005,SW,1,-6,changed_periodic,,51,2,12
sl4x4_005,SW,1,-5,unresolved_by_horizon,,,,5
sl4x4_005,SW,1,-4,changed_periodic,,81,1,19
sl4x4_005,SW,1,-3,changed_periodic,,32,1,0
sl4x4_005,SW,1,-2,changed_periodic,,37,1,7
sl4x4_005,SW,1,-1,changed_periodic,,48,1,0
sl4x4_005,SW,1,0,changed_periodic,,83,1,19
sl4x4_005,SW,1,1,changed_periodic,,54,2,3
sl4x4_005,SW,1,2,changed_periodic,,40,1,11
sl4x4_005,SW,1,3,unresolved_by_horizon,,,,211
sl4x4_005,SW,1,4,changed_periodic,,51,1,12
sl4x4_005,SW,2,-8,changed_periodic,,28,1,12
