candidate,direction,phase,lane,outcome,restored_generation,settled_generation,settled_period,population_at_stop
sl4x4_005,SW,2,-7,unresolved_by_horizon,,,,119
sl4x4_005,SW,2,-6,changed_periodic,,50,2,12
sl4x4_005,SW,2,-5,unresolved_by_horizon,,,,5
sl4x4_005,SW,2,-4,changed_periodic,,80,1,19
sl4x4_005,SW,2,-3,changed_periodic,,31,1,0
sl4x4_005,SW,2,-2,changed_periodic,,36,1,7
sl4x4_005,SW,2,-1,changed_periodic,,47,1,0
sl4x4_005,SW,2,0,changed_periodic,,82,1,19
sl4x4_005,SW,2,1,changed_periodic,,53,2,3
sl4x4_005,SW,2,2,changed_periodic,,39,1,11
sl4x4_005,SW,2,3,unresolved_by_horizon,,,,208
sl4x4_005,SW,2,4,changed_periodic,,50,1,12
sl4x4_005,SW,3,-8,changed_periodic,,27,1,12
sl4x4_005,SW,3,-7,unresolved_by_horizon,,,,98
sl4x4_005,SW,3,-6,changed_periodic,,49,2,12
sl4x4_005,SW,3,-5,unresolved_by_horizon,,,,5
sl4x4_005,SW,3,-4,changed_periodic,,79,1,19
sl4x4_005,SW,3,-3,changed_periodic,,30,1,0
sl4x4_005,SW,3,-2,changed_periodic,,35,1,7
sl4x4_005,SW,3,-1,changed_periodic,,46,1,0
sl4x4_005,SW,3,0,changed_periodic,,81,1,19
sl4x4_005,SW,3,1,changed_periodic,,52,2,3
sl4x4_005,SW,3,2,changed_periodic,,38,1,11
sl4x4_005,SW,3,3,unresolved_by_horizon,,,,235
sl4x4_005,SW,3,4,changed_periodic,,49,1,12
sl4x4_005,NW,0,-6,changed_periodic,,48,1,12
sl4x4_005,NW,0,-5,unresolved_by_horizon,,,,173
sl4x4_005,NW,0,-4,changed_periodic,,43,1,4
sl4x4_005,NW,0,-3,changed_periodic,,51,1,24
sl4x4_005,NW,0,-2,changed_periodic,,59,2,12
sl4x4_005,NW,0,-1,changed_periodic,,133,2,15
sl4x4_005,NW,0,0,unresolved_by_horizon,,,,9
sl4x4_005,NW,0,1,changed_periodic,,44,2,12
sl4x4_005,NW,0,2,changed_periodic,,60,2,7
sl4x4_005,NW,0,3,changed_periodic,,30,1,12
sl4x4_005,NW,0,4,unresolved_by_horizon,,,,109
sl4x4_005,NW,1,-6,changed_periodic,,47,1,12
sl4x4_005,NW,1,-5,unresolved_by_horizon,,,,162
sl4x4_005,NW,1,-4,changed_periodic,,42,1,4
sl4x4_005,NW,1,-3,changed_periodic,,50,1,24
sl4x4_005,NW,1,-2,changed_periodic,,58,2,12
sl4x4_005,NW,1,-1,changed_periodic,,132,2,15
sl4x4_005,NW,1,0,unresolved_by_horizon,,,,9
sl4x4_005,NW,1,1,changed_periodic,,43,2,12
sl4x4_005,NW,1,2,changed_periodic,,59,2,7
sl4x4_005,NW,1,3,changed_periodic,,29,1,12
sl4x4_005,NW,1,4,unresolved_by_horizon,,,,105
sl4x4_005,NW,2,-6,changed_periodic,,46,1,12
sl4x4_005,NW,2,-5,unresolved_by_horizon,,,,168
sl4x4_005,NW,2,-4,changed_periodic,,41,1,4
sl4x4_005,NW,2,-3,changed_periodic,,49,1,24
sl4x4_005,NW,2,-2,changed_periodic,,57,2,12
sl4x4_005,NW,2,-1,changed_periodic,,131,2,15
sl4x4_005,NW,2,0,unresolved_by_horizon,,,,9
sl4x4_005,NW,2,1,changed_periodic,,42,2,12
sl4x4_005,NW,2,2,changed_periodic,,58,2,7
sl4x4_005,NW,2,3,changed_periodic,,28,1,12
sl4x4_005,NW,2,4,unresolved_by_horizon,,,,128
sl4x4_005,NW,3,-6,changed_periodic,,45,1,12
sl4x4_005,NW,3,-5,unresolved_by_horizon,,,,178
sl4x4_005,NW,3,-4,changed_periodic,,40,1,4
sl4x4_005,NW,3,-3,changed_periodic,,48,1,24
sl4x4_005,NW,3,-2,changed_periodic,,56,2,12
sl4x4_005,NW,3,-1,changed_periodic,,130,2,15
sl4x4_005,NW,3,0,unresolved_by_horizon,,,,9
sl4x4_005,NW,3,1,changed_periodic,,41,2,12
sl4x4_005,NW,3,2,changed_periodic,,57,2,7
sl4x4_005,NW,3,3,changed_periodic,,27,1,12
sl4x4_005,NW,3,4,unresolved_by_horizon,,,,105
sl4x4_005,NE,0,-3,changed_periodic,,38,1,12
sl4x4_005,NE,0,-2,unresolved_by_horizon,,,,156
sl4x4_005,NE,0,-1,changed_periodic,,60,2,12
sl4x4_005,NE,0,0,unresolved_by_horizon,,,,5
sl4x4_005,NE,0,1,changed_periodic,,90,1,19
sl4x4_005,NE,0,2,changed_periodic,,41,1,0
sl4x4_005,NE,0,3,changed_periodic,,46,1,7
sl4x4_005,NE,0,4,changed_periodic,,57,1,0
sl4x4_005,NE,0,5,changed_periodic,,92,1,19
sl4x4_005,NE,0,6,changed_periodic,,63,2,3
sl4x4_005,NE,0,7,changed_periodic,,49,1,11
sl4x4_005,NE,0,8,unresolved_by_horizon,,,,166
sl4x4_005,NE,0,9,changed_periodic,,60,1,12
sl4x4_005,NE,1,-3,changed_periodic,,37,1,12
sl4x4_005,NE,1,-2,unresolved_by_horizon,,,,143
sl4x4_005,NE,1,-1,changed_periodic,,59,2,12
sl4x4_005,NE,1,0,unresolved_by_horizon,,,,5
sl4x4_005,NE,1,1,changed_periodic,,89,1,19
sl4x4_005,NE,1,2,changed_periodic,,40,1,0
sl4x4_005,NE,1,3,changed_periodic,,45,1,7
sl4x4_005,NE,1,4,changed_periodic,,56,1,0
sl4x4_005,NE,1,5,changed_periodic,,91,1,19
sl4x4_005,NE,1,6,changed_periodic,,62,2,3
sl4x4_005,NE,1,7,changed_periodic,,48,1,11
sl4x4_005,NE,1,8,unresolved_by_horizon,,,,183
sl4x4_005,NE,1,9,changed_periodic,,59,1,12
sl4x4_005,NE,2,-3,changed_periodic,,36,1,12
sl4x4_005,NE,2,-2,unresolved_by_horizon,,,,151
sl4x4_005,NE,2,-1,changed_periodic,,58,2,12
sl4x4_005,NE,2,0,unresolved_by_horizon,,,,5
sl4x4_005,NE,2,1,changed_periodic,,88,1,19
sl4x4_005,NE,2,2,changed_periodic,,39,1,0
sl4x4_005,NE,2,3,changed_periodic,,44,1,7
sl4x4_005,NE,2,4,changed_periodic,,55,1,0
sl4x4_005,NE,2,5,changed_periodic,,90,1,19
sl4x4_005,NE,2,6,changed_periodic,,61,2,3
sl4x4_005,NE,2,7,changed_periodic,,47,1,11
sl4x4_005,NE,2,8,unresolved_by_horizon,,,,186
sl4x4_005,NE,2,9,changed_periodic,,58,1,12
sl4x4_005,NE,3,-3,changed_periodic,,35,1,12
sl4x4_005,NE,3,-2,unresolved_by_horizon,,,,135
sl4x4_005,NE,3,-1,changed_periodic,,57,2,12
sl4x4_005,NE,3,0,unresolved_by_horizon,,,,5
sl4x4_005,NE,3,1,changed_periodic,,87,1,19
sl4x4_005,NE,3,2,changed_periodic,,38,1,0
sl4x4_005,NE,3,3,changed_periodic,,43,1,7
sl4x4_005,NE,3,4,changed_periodic,,54,1,0
sl4x4_005,NE,3,5,changed_periodic,,89,1,19
sl4x4_005,NE,3,6,changed_periodic,,60,2,3
sl4x4_005,NE,3,7,changed_periodic,,46,1,11
sl4x4_005,NE,3,8,unresolved_by_horizon,,,,202
sl4x4_005,NE,3,9,changed_periodic,,57,1,12
sl4x4_006,SE,0,-5,changed_periodic,,57,1,0
sl4x4_006,SE,0,-4,changed_periodic,,53,1,0
sl4x4_006,SE,0,-3,changed_periodic,,54,1,4
sl4x4_006,SE,0,-2,unresolved_by_horizon,,,,149
sl4x4_006,SE,0,-1,changed_periodic,,44,1,0
sl4x4_006,SE,0,0,changed_periodic,,62,1,24
sl4x4_006,SE,0,1,changed_periodic,,80,2,12
sl4x4_006,SE,0,2,unresolved_by_horizon,,,,108
sl4x4_006,SE,0,3,unresolved_by_horizon,,,,33
sl4x4_006,SE,0,4,changed_periodic,,212,2,55
sl4x4_006,SE,0,5,changed_periodic,,38,1,12
sl4x4_006,SE,1,-5,changed_periodic,,56,1,0
sl4x4_006,SE,1,-4,changed_periodic,,52,1,0
sl4x4_006,SE,1,-3,changed_periodic,,53,1,4
sl4x4_006,SE,1,-2,unresolved_by_horizon,,,,142
sl4x4_006,SE,1,-1,changed_periodic,,43,1,0
sl4x4_006,SE,1,0,changed_periodic,,61,1,24
sl4x4_006,SE,1,1,changed_periodic,,79,2,12
sl4x4_006,SE,1,2,unresolved_by_horizon,,,,101
sl4x4_006,SE,1,3,unresolved_by_horizon,,,,33
sl4x4_006,SE,1,4,changed_periodic,,211,2,55
sl4x4_006,SE,1,5,changed_periodic,,37,1,12
sl4x4_006,SE,2,-5,changed_periodic,,55,1,0
sl4x4_006,SE,2,-4,changed_periodic,,51,1,0
sl4x4_006,SE,2,-3,changed_periodic,,52,1,4
sl4x4_006,SE,2,-2,unresolved_by_horizon,,,,147
sl4x4_006,SE,2,-1,changed_periodic,,42,1,0
sl4x4_006,SE,2,0,changed_periodic,,60,1,24
sl4x4_006,SE,2,1,changed_periodic,,78,2,12
sl4x4_006,SE,2,2,unresolved_by_horizon,,,,109
sl4x4_006,SE,2,3,unresolved_by_horizon,,,,33
sl4x4_006,SE,2,4,changed_periodic,,210,2,55
sl4x4_006,SE,2,5,changed_periodic,,36,1,12
sl4x4_006,SE,3,-5,changed_periodic,,54,1,0
sl4x4_006,SE,3,-4,changed_periodic,,50,1,0
sl4x4_006,SE,3,-3,changed_periodic,,51,1,4
sl4x4_006,SE,3,-2,unresolved_by_horizon,,,,147
sl4x4_006,SE,3,-1,changed_periodic,,41,1,0
sl4x4_006,SE,3,0,changed_periodic,,59,1,24
sl4x4_006,SE,3,1,changed_periodic,,77,2,12
sl4x4_006,SE,3,2,unresolved_by_horizon,,,,109
sl4x4_006,SE,3,3,unresolved_by_horizon,,,,33
sl4x4_006,SE,3,4,changed_periodic,,209,2,55
sl4x4_006,SE,3,5,changed_periodic,,35,1,12
sl4x4_006,SW,0,-7,changed_periodic,,30,1,12
sl4x4_006,SW,0,-6,changed_periodic,,204,2,55
sl4x4_006,SW,0,-5,unresolved_by_horizon,,,,33
sl4x4_006,SW,0,-4,unresolved_by_horizon,,,,113
sl4x4_006,SW,0,-3,changed_periodic,,72,2,12
sl4x4_006,SW,0,-2,changed_periodic,,54,1,24
sl4x4_006,SW,0,-1,changed_periodic,,36,1,0
sl4x4_006,SW,0,0,unresolved_by_horizon,,,,132
sl4x4_006,SW,0,1,changed_periodic,,46,1,4
sl4x4_006,SW,0,2,changed_periodic,,45,1,0
sl4x4_006,SW,0,3,changed_periodic,,49,1,0
sl4x4_006,SW,1,-7,changed_periodic,,29,1,12
sl4x4_006,SW,1,-6,changed_periodic,,203,2,55
sl4x4_006,SW,1,-5,unresolved_by_horizon,,,,33
sl4x4_006,SW,1,-4,unresolved_by_horizon,,,,127
sl4x4_006,SW,1,-3,changed_periodic,,71,2,12
sl4x4_006,SW,1,-2,changed_periodic,,53,1,24
sl4x4_006,SW,1,-1,changed_periodic,,35,1,0
sl4x4_006,SW,1,0,unresolved_by_horizon,,,,131
sl4x4_006,SW,1,1,changed_periodic,,45,1,4
sl4x4_006,SW,1,2,changed_periodic,,44,1,0
sl4x4_006,SW,1,3,changed_periodic,,48,1,0
sl4x4_006,SW,2,-7,changed_periodic,,28,1,12
sl4x4_006,SW,2,-6,changed_periodic,,202,2,55
sl4x4_006,SW,2,-5,unresolved_by_horizon,,,,33
sl4x4_006,SW,2,-4,unresolved_by_horizon,,,,126
sl4x4_006,SW,2,-3,changed_periodic,,70,2,12
sl4x4_006,SW,2,-2,changed_periodic,,52,1,24
sl4x4_006,SW,2,-1,changed_periodic,,34,1,0
sl4x4_006,SW,2,0,unresolved_by_horizon,,,,122
sl4x4_006,SW,2,1,changed_periodic,,44,1,4
sl4x4_006,SW,2,2,changed_periodic,,43,1,0
sl4x4_006,SW,2,3,changed_periodic,,47,1,0
sl4x4_006,SW,3,-7,changed_periodic,,27,1,12
sl4x4_006,SW,3,-6,changed_periodic,,201,2,55
sl4x4_006,SW,3,-5,unresolved_by_horizon,,,,33
sl4x4_006,SW,3,-4,unresolved_by_horizon,,,,130
sl4x4_006,SW,3,-3,changed_periodic,,69,2,12
sl4x4_006,SW,3,-2,changed_periodic,,51,1,24
sl4x4_006,SW,3,-1,changed_periodic,,33,1,0
sl4x4_006,SW,3,0,unresolved_by_horizon,,,,143
sl4x4_006,SW,3,1,changed_periodic,,43,1,4
sl4x4_006,SW,3,2,changed_periodic,,42,1,0
sl4x4_006,SW,3,3,changed_periodic,,46,1,0
sl4x4_006,NW,0,-6,changed_periodic,,49,1,0
sl4x4_006,NW,0,-5,changed_periodic,,45,1,0
sl4x4_006,NW,0,-4,changed_periodic,,46,1,4
sl4x4_006,NW,0,-3,unresolved_by_horizon,,,,132
sl4x4_006,NW,0,-2,changed_periodic,,36,1,0
sl4x4_006,NW,0,-1,changed_periodic,,54,1,24
sl4x4_006,NW,0,0,changed_periodic,,72,2,12
sl4x4_006,NW,0,1,unresolved_by_horizon,,,,113
sl4x4_006,NW,0,2,unresolved_by_horizon,,,,33
sl4x4_006,NW,0,3,changed_periodic,,204,2,55
sl4x4_006,NW,0,4,changed_periodic,,30,1,12
sl4x4_006,NW,1,-6,changed_periodic,,48,1,0
sl4x4_006,NW,1,-5,changed_periodic,,44,1,0
sl4x4_006,NW,1,-4,changed_periodic,,45,1,4
sl4x4_006,NW,1,-3,unresolved_by_horizon,,,,131
sl4x4_006,NW,1,-2,changed_periodic,,35,1,0
sl4x4_006,NW,1,-1,changed_periodic,,53,1,24
sl4x4_006,NW,1,0,changed_periodic,,71,2,12
sl4x4_006,NW,1,1,unresolved_by_horizon,,,,127
sl4x4_006,NW,1,2,unresolved_by_horizon,,,,33
sl4x4_006,NW,1,3,changed_periodic,,203,2,55
sl4x4_006,NW,1,4,changed_periodic,,29,1,12
sl4x4_006,NW,2,-6,changed_periodic,,47,1,0
sl4x4_006,NW,2,-5,changed_periodic,,43,1,0
sl4x4_006,NW,2,-4,changed_periodic,,44,1,4
sl4x4_006,NW,2,-3,unresolved_by_horizon,,,,122
sl4x4_006,NW,2,-2,changed_periodic,,34,1,0
sl4x4_006,NW,2,-1,changed_periodic,,52,1,24
sl4x4_006,NW,2,0,changed_periodic,,70,2,12
sl4x4_006,NW,2,1,unresolved_by_horizon,,,,126
sl4x4_006,NW,2,2,unresolved_by_horizon,,,,33
sl4x4_006,NW,2,3,changed_periodic,,202,2,55
sl4x4_006,NW,2,4,changed_periodic,,28,1,12
sl4x4_006,NW,3,-6,changed_periodic,,46,1,0
sl4x4_006,NW,3,-5,changed_periodic,,42,1,0
sl4x4_006,NW,3,-4,changed_periodic,,43,1,4
sl4x4_006,NW,3,-3,unresolved_by_horizon,,,,143
sl4x4_006,NW,3,-2,changed_periodic,,33,1,0
sl4x4_006,NW,3,-1,changed_periodic,,51,1,24
sl4x4_006,NW,3,0,changed_periodic,,69,2,12
sl4x4_006,NW,3,1,unresolved_by_horizon,,,,130
sl4x4_006,NW,3,2,unresolved_by_horizon,,,,33
sl4x4_006,NW,3,3,changed_periodic,,201,2,55
sl4x4_006,NW,3,4,changed_periodic,,27,1,12
sl4x4_006,NE,0,-2,changed_periodic,,38,1,12
sl4x4_006,NE,0,-1,changed_periodic,,212,2,55
sl4x4_006,NE,0,0,unresolved_by_horizon,,,,33
sl4x4_006,NE,0,1,unresolved_by_horizon,,,,108
sl4x4_006,NE,0,2,changed_periodic,,80,2,12
sl4x4_006,NE,0,3,changed_periodic,,62,1,24
sl4x4_006,NE,0,4,changed_periodic,,44,1,0
sl4x4_006,NE,0,5,unresolved_by_horizon,,,,149
sl4x4_006,NE,0,6,changed_periodic,,54,1,4
sl4x4_006,NE,0,7,changed_periodic,,53,1,0
sl4x4_006,NE,0,8,changed_periodic,,57,1,0
sl4x4_006,NE,1,-2,changed_periodic,,37,1,12
sl4x4_006,NE,1,-1,changed_periodic,,211,2,55
sl4x4_006,NE,1,0,unresolved_by_horizon,,,,33
sl4x4_006,NE,1,1,unresolved_by_horizon,,,,101
sl4x4_006,NE,1,2,changed_periodic,,79,2,12
sl4x4_006,NE,1,3,changed_periodic,,61,1,24
sl4x4_006,NE,1,4,changed_periodic,,43,1,0
sl4x4_006,NE,1,5,unresolved_by_horizon,,,,142
sl4x4_006,NE,1,6,changed_periodic,,53,1,4
sl4x4_006,NE,1,7,changed_periodic,,52,1,0
sl4x4_006,NE,1,8,changed_periodic,,56,1,0
sl4x4_006,NE,2,-2,changed_periodic,,36,1,12
sl4x4_006,NE,2,-1,changed_periodic,,210,2,55
sl4x4_006,NE,2,0,unresolved_by_horizon,,,,33
sl4x4_006,NE,2,1,unresolved_by_horizon,,,,109
sl4x4_006,NE,2,2,changed_periodic,,78,2,12
sl4x4_006,NE,2,3,changed_periodic,,60,1,24
sl4x4_006,NE,2,4,changed_periodic,,42,1,0
sl4x4_006,NE,2,5,unresolved_by_horizon,,,,147
sl4x4_006,NE,2,6,changed_periodic,,52,1,4
sl4x4_006,NE,2,7,changed_periodic,,51,1,0
sl4x4_006,NE,2,8,changed_periodic,,55,1,0
sl4x4_006,NE,3,-2,changed_periodic,,35,1,12
sl4x4_006,NE,3,-1,changed_periodic,,209,2,55
sl4x4_006,NE,3,0,unresolved_by_horizon,,,,33
sl4x4_006,NE,3,1,unresolved_by_horizon,,,,109
sl4x4_006,NE,3,2,changed_periodic,,77,2,12
sl4x4_006,NE,3,3,changed_periodic,,59,1,24
sl4x4_006,NE,3,4,changed_periodic,,41,1,0
sl4x4_006,NE,3,5,unresolved_by_horizon,,,,147
sl4x4_006,NE,3,6,changed_periodic,,51,1,4
sl4x4_006,NE,3,7,changed_periodic,,50,1,0
sl4x4_006,NE,3,8,changed_periodic,,54,1,0
sl4x4_007,SE,0,-5,changed_periodic,,100,1,6
sl4x4_007,SE,0,-4,changed_periodic,,51,1,7
sl4x4_007,SE,0,-3,changed_periodic,,58,1,0
sl4x4_007,SE,0,-2,changed_periodic,,59,1,4
sl4x4_007,SE,0,-1,changed_periodic,,50,1,4
sl4x4_007,SE,0,0,changed_periodic,,48,1,4
sl4x4_007,SE,0,1,changed_periodic,,53,1,4
sl4x4_007,SE,0,2,changed_periodic,,48,1,0
sl4x4_007,SE,0,3,changed_periodic,,37,1,7
sl4x4_007,SE,0,4,changed_periodic,,82,1,6
sl4x4_007,SE,1,-5,changed_periodic,,99,1,6
sl4x4_007,SE,1,-4,changed_periodic,,50,1,7
sl4x4_007,SE,1,-3,changed_periodic,,57,1,0
sl4x4_007,SE,1,-2,changed_periodic,,58,1,4
sl4x4_007,SE,1,-1,changed_periodic,,49,1,4
sl4x4_007,SE,1,0,changed_periodic,,47,1,4
sl4x4_007,SE,1,1,changed_periodic,,52,1,4
sl4x4_007,SE,1,2,changed_periodic,,47,1,0
sl4x4_007,SE,1,3,changed_periodic,,36,1,7
sl4x4_007,SE,1,4,changed_periodic,,81,1,6
sl4x4_007,SE,2,-5,changed_periodic,,98,1,6
sl4x4_007,SE,2,-4,changed_periodic,,49,1,7
sl4x4_007,SE,2,-3,changed_periodic,,56,1,0
sl4x4_007,SE,2,-2,changed_periodic,,57,1,4
sl4x4_007,SE,2,-1,changed_periodic,,48,1,4
sl4x4_007,SE,2,0,changed_periodic,,46,1,4
sl4x4_007,SE,2,1,changed_periodic,,51,1,4
sl4x4_007,SE,2,2,changed_periodic,,46,1,0
sl4x4_007,SE,2,3,changed_periodic,,35,1,7
sl4x4_007,SE,2,4,changed_periodic,,80,1,6
sl4x4_007,SE,3,-5,changed_periodic,,97,1,6
sl4x4_007,SE,3,-4,changed_periodic,,48,1,7
sl4x4_007,SE,3,-3,changed_periodic,,55,1,0
sl4x4_007,SE,3,-2,changed_periodic,,56,1,4
sl4x4_007,SE,3,-1,changed_periodic,,47,1,4
sl4x4_007,SE,3,0,changed_periodic,,45,1,4
sl4x4_007,SE,3,1,changed_periodic,,50,1,4
sl4x4_007,SE,3,2,changed_periodic,,45,1,0
sl4x4_007,SE,3,3,changed_periodic,,34,1,7
sl4x4_007,SE,3,4,changed_periodic,,79,1,6
sl4x4_007,SW,0,-8,changed_periodic,,25,1,7
sl4x4_007,SW,0,-7,changed_periodic,,70,1,6
sl4x4_007,SW,0,-6,changed_periodic,,29,1,0
sl4x4_007,SW,0,-5,changed_periodic,,58,2,10
sl4x4_007,SW,0,-4,changed_periodic,,29,1,4
sl4x4_007,SW,0,-3,changed_periodic,,179,1,0
sl4x4_007,SW,0,-2,changed_periodic,,181,1,0
sl4x4_007,SW,0,-1,changed_periodic,,35,1,4
sl4x4_007,SW,0,0,changed_periodic,,68,2,10
sl4x4_007,SW,0,1,changed_periodic,,43,1,0
sl4x4_007,SW,0,2,changed_periodic,,88,1,6
sl4x4_007,SW,0,3,changed_periodic,,47,1,7
sl4x4_007,SW,1,-8,changed_periodic,,24,1,7
sl4x4_007,SW,1,-7,changed_periodic,,69,1,6
sl4x4_007,SW,1,-6,changed_periodic,,28,1,0
sl4x4_007,SW,1,-5,changed_periodic,,57,2,10
sl4x4_007,SW,1,-4,changed_periodic,,28,1,4
sl4x4_007,SW,1,-3,changed_periodic,,178,1,0
sl4x4_007,SW,1,-2,changed_periodic,,180,1,0
sl4x4_007,SW,1,-1,changed_periodic,,34,1,4
sl4x4_007,SW,1,0,changed_periodic,,67,2,10
sl4x4_007,SW,1,1,changed_periodic,,42,1,0
sl4x4_007,SW,1,2,changed_periodic,,87,1,6
sl4x4_007,SW,1,3,changed_periodic,,46,1,7
sl4x4_007,SW,2,-8,changed_periodic,,23,1,7
sl4x4_007,SW,2,-7,changed_periodic,,68,1,6
sl4x4_007,SW,2,-6,changed_periodic,,27,1,0
sl4x4_007,SW,2,-5,changed_periodic,,56,2,10
sl4x4_007,SW,2,-4,changed_periodic,,27,1,4
sl4x4_007,SW,2,-3,changed_periodic,,177,1,0
sl4x4_007,SW,2,-2,changed_periodic,,179,1,0
sl4x4_007,SW,2,-1,changed_periodic,,33,1,4
sl4x4_007,SW,2,0,changed_periodic,,66,2,10
sl4x4_007,SW,2,1,changed_periodic,,41,1,0
sl4x4_007,SW,2,2,changed_periodic,,86,1,6
sl4x4_007,SW,2,3,changed_periodic,,45,1,7
sl4x4_007,SW,3,-8,changed_periodic,,38,1,7
sl4x4_007,SW,3,-7,changed_periodic,,83,1,6
sl4x4_007,SW,3,-6,changed_periodic,,42,1,0
sl4x4_007,SW,3,-5,changed_periodic,,71,2,10
sl4x4_007,SW,3,-4,changed_periodic,,42,1,4
sl4x4_007,SW,3,-3,changed_periodic,,192,1,0
sl4x4_007,SW,3,-2,changed_periodic,,194,1,0
sl4x4_007,SW,3,-1,changed_periodic,,48,1,4
sl4x4_007,SW,3,0,changed_periodic,,81,2,10
sl4x4_007,SW,3,1,changed_periodic,,56,1,0
sl4x4_007,SW,3,2,changed_periodic,,101,1,6
sl4x4_007,SW,3,3,changed_periodic,,60,1,7
sl4x4_007,NW,0,-5,changed_periodic,,88,1,6
sl4x4_007,NW,0,-4,changed_periodic,,39,1,7
sl4x4_007,NW,0,-3,changed_periodic,,46,1,0
sl4x4_007,NW,0,-2,changed_periodic,,47,1,4
sl4x4_007,NW,0,-1,changed_periodic,,38,1,4
sl4x4_007,NW,0,0,changed_periodic,,36,1,4
sl4x4_007,NW,0,1,changed_periodic,,41,1,4
sl4x4_007,NW,0,2,changed_periodic,,36,1,0
sl4x4_007,NW,0,3,changed_periodic,,25,1,7
sl4x4_007,NW,0,4,changed_periodic,,70,1,6
sl4x4_007,NW,1,-5,changed_periodic,,87,1,6
sl4x4_007,NW,1,-4,changed_periodic,,38,1,7
sl4x4_007,NW,1,-3,changed_periodic,,45,1,0
sl4x4_007,NW,1,-2,changed_periodic,,46,1,4
sl4x4_007,NW,1,-1,changed_periodic,,37,1,4
sl4x4_007,NW,1,0,changed_periodic,,35,1,4
sl4x4_007,NW,1,1,changed_periodic,,40,1,4
sl4x4_007,NW,1,2,changed_periodic,,35,1,0
sl4x4_007,NW,1,3,changed_periodic,,24,1,7
sl4x4_007,NW,1,4,changed_periodic,,69,1,6
sl4x4_007,NW,2,-5,changed_periodic,,86,1,6
sl4x4_007,NW,2,-4,changed_periodic,,37,1,7
sl4x4_007,NW,2,-3,changed_periodic,,44,1,0
sl4x4_007,NW,2,-2,changed_periodic,,45,1,4
sl4x4_007,NW,2,-1,changed_periodic,,36,1,4
sl4x4_007,NW,2,0,changed_periodic,,34,1,4
sl4x4_007,NW,2,1,changed_periodic,,39,1,4
sl4x4_007,NW,2,2,changed_periodic,,34,1,0
sl4x4_007,NW,2,3,changed_periodic,,23,1,7
sl4x4_007,NW,2,4,changed_periodic,,68,1,6
sl4x4_007,NW,3,-5,changed_periodic,,101,1,6
sl4x4_007,NW,3,-4,changed_periodic,,52,1,7
sl4x4_007,NW,3,-3,changed_periodic,,59,1,0
sl4x4_007,NW,3,-2,changed_periodic,,60,1,4
sl4x4_007,NW,3,-1,changed_periodic,,51,1,4
sl4x4_007,NW,3,0,changed_periodic,,49,1,4
sl4x4_007,NW,3,1,changed_periodic,,54,1,4
sl4x4_007,NW,3,2,changed_periodic,,49,1,0
sl4x4_007,NW,3,3,changed_periodic,,38,1,7
sl4x4_007,NW,3,4,changed_periodic,,83,1,6
sl4x4_007,NE,0,-2,changed_periodic,,37,1,7
sl4x4_007,NE,0,-1,changed_periodic,,82,1,6
sl4x4_007,NE,0,0,changed_periodic,,41,1,0
sl4x4_007,NE,0,1,changed_periodic,,70,2,10
sl4x4_007,NE,0,2,changed_periodic,,41,1,4
sl4x4_007,NE,0,3,changed_periodic,,191,1,0
sl4x4_007,NE,0,4,changed_periodic,,193,1,0
sl4x4_007,NE,0,5,changed_periodic,,47,1,4
sl4x4_007,NE,0,6,changed_periodic,,80,2,10
sl4x4_007,NE,0,7,changed_periodic,,55,1,0
sl4x4_007,NE,0,8,changed_periodic,,100,1,6
sl4x4_007,NE,0,9,changed_periodic,,59,1,7
sl4x4_007,NE,1,-2,changed_periodic,,36,1,7
sl4x4_007,NE,1,-1,changed_periodic,,81,1,6
sl4x4_007,NE,1,0,changed_periodic,,40,1,0
sl4x4_007,NE,1,1,changed_periodic,,69,2,10
sl4x4_007,NE,1,2,changed_periodic,,40,1,4
sl4x4_007,NE,1,3,changed_periodic,,190,1,0
sl4x4_007,NE,1,4,changed_periodic,,192,1,0
sl4x4_007,NE,1,5,changed_periodic,,46,1,4
sl4x4_007,NE,1,6,changed_periodic,,79,2,10
sl4x4_007,NE,1,7,changed_periodic,,54,1,0
sl4x4_007,NE,1,8,changed_periodic,,99,1,6
sl4x4_007,NE,1,9,changed_periodic,,58,1,7
sl4x4_007,NE,2,-2,changed_periodic,,35,1,7
sl4x4_007,NE,2,-1,changed_periodic,,80,1,6
sl4x4_007,NE,2,0,changed_periodic,,39,1,0
sl4x4_007,NE,2,1,changed_periodic,,68,2,10
sl4x4_007,NE,2,2,changed_periodic,,39,1,4
sl4x4_007,NE,2,3,changed_periodic,,189,1,0
sl4x4_007,NE,2,4,changed_periodic,,191,1,0
sl4x4_007,NE,2,5,changed_periodic,,45,1,4
sl4x4_007,NE,2,6,changed_periodic,,78,2,10
sl4x4_007,NE,2,7,changed_periodic,,53,1,0
sl4x4_007,NE,2,8,changed_periodic,,98,1,6
sl4x4_007,NE,2,9,changed_periodic,,57,1,7
sl4x4_007,NE,3,-2,changed_periodic,,34,1,7
sl4x4_007,NE,3,-1,changed_periodic,,79,1,6
sl4x4_007,NE,3,0,changed_periodic,,38,1,0
sl4x4_007,NE,3,1,changed_periodic,,67,2,10
sl4x4_007,NE,3,2,changed_periodic,,38,1,4
sl4x4_007,NE,3,3,changed_periodic,,188,1,0
sl4x4_007,NE,3,4,changed_periodic,,190,1,0
